athlete_code,name,gender,country_code,country,nationality_code,nationality,disciplines,events,birth_date,birth_country,hobbies,occupation,lang,reason,hero,medal_type,medal_code,medal_date,has_medal
1908385,PRENTICE Tara,Female,USA,United States,USA,United States,['Water Polo'],['Women'],1997-12-20,United States,,Athlete,English,She was getting bored with competitive swimming,,None,None,None,False
1908386,RANEY Jordan,Female,USA,United States,USA,United States,['Water Polo'],['Women'],1996-06-02,United States,,Athlete,English,Her parents suggested that she try it after a foot injury ended her youth football career,"Water polo player Natalie Golda (USA), two-time Olympic medallist (2008 silver, 2004 bronze), three-time world championship medallist (two gold, one silver).</p><p>Water polo player Moriah van Norman (USA), 2008 Olympic silver medallist, three-time world championship medallist (two gold, one silver)",None,None,None,False
1908387,ROEMER Jewel,Female,USA,United States,USA,United States,['Water Polo'],['Women'],2002-02-08,United States,,"Athlete, student",English,"Introduced to water polo by her father, who played the sport at collegiate level",,None,None,None,False
1908389,STEFFENS Maggie,Female,USA,United States,USA,United States,['Water Polo'],['Women'],1993-06-04,United States,"Hiking, kayaking and canoeing, writing, singing, dancing, reading","Athlete, business owner","English, Spanish",Took up water polo because many in her extended family played the sport,"Water polo player Filip Filipovic (SRB), four-time Olympic medallist (2016 and 2020 gold, 2008 and 2012 bronze), four-time world championship medallist (two gold, one silver, one bronze).</p><p>Footballer Mia Hamm (USA), two-time Olympic champion (1996, 2004) and 2000 silver medallist, two-time FIFA World Cup champion (1991, 1999) and two-time bronze medallist (1995, 2003)",None,None,None,False
1908395,SEKULIC Jovana,Female,USA,United States,USA,United States,['Water Polo'],['Women'],2002-11-07,Serbia,,"Athlete, student","English, Serbian",The sport was suggested to her by her swimming coach,,None,None,None,False
1908446,ARIAS CUERVO Diego Alfonso,Male,COL,Colombia,COL,Colombia,['Cycling Mountain Bike'],"[""Men's Cross-country""]",1988-02-09,,,Athlete,Spanish,,,None,None,None,False
1908518,CUADRADO FLOREZ Stefany,Female,COL,Colombia,COL,Colombia,['Cycling Track'],"[""Women's Keirin"", ""Women's Sprint""]",2006-05-02,Colombia,,Athlete,Spanish,"Discovered the sport during the COVID-19 pandemic. Her schoolteacher at the time, coach Jaime Espinosa, invited her to join the cycling team for the 2021 Intercollegiate Games. She accepted the invite, even though she had never raced in a velodrome before. She competed and won all the gold medals available",,None,None,None,False
1908522,GAVIRIA RENDON Fernando,Male,COL,Colombia,COL,Colombia,['Cycling Track'],"[""Men's Omnium""]",1994-08-19,Colombia,"Spending time at the stables at his home in Colombia. ""I just love being around horses, be it cleaning up after them, training them, or just caring for them. During quarantine I got to spend every day with the animals, it was bliss."" (velo.outsideonline.com, 13 Aug 2020)",Athlete,"English, Spanish",His parents supported him to take up cycling. His father was his first coach,,None,None,None,False
1908548,MESTRE VIVAS Alfonso Enrique,Male,VEN,Venezuela,VEN,Venezuela,['Swimming'],"[""Men's 400m Freestyle"", ""Men's 800m Freestyle""]",2001-09-24,Venezuela,,Student,"English, Spanish","Influenced by his father.  ""At first my family didn't want me to swim, as my dad was very aware of all the sacrifices that need to be made as a family to have a child in high-level swimming. My mom decided to get me into swimming without telling my dad. I loved swimming and decided to focus 100% on it."" (olympics.com 22 Sept 2023)",,None,None,None,False
1908557,BIRKETT Andrew James,Male,RSA,South Africa,RSA,South Africa,['Canoe Sprint'],"[""Men's Kayak Single 1000m"", ""Men's Kayak Double 500m""]",1990-10-09,South Africa,,Athlete,English,,,None,None,None,False
1908590,OLIVIER Esti,Female,RSA,South Africa,RSA,South Africa,['Canoe Sprint'],"[""Women's Kayak Single 500m"", ""Women's Kayak Double 500m""]",1992-12-10,,,"Athlete, student","Afrikaans, English",Her brother was one of the top junior paddlers in South Africa and she would accompany him to training in Benoni,,None,None,None,False
1908592,LOVEMORE Hamish,Male,RSA,South Africa,RSA,South Africa,['Canoe Sprint'],"[""Men's Kayak Single 1000m"", ""Men's Kayak Double 500m""]",1999-08-19,South Africa,,Athlete,English,,,None,None,None,False
1908600,KOCH Tiffany Amber,Female,RSA,South Africa,RSA,South Africa,['Canoe Sprint'],"[""Women's Kayak Single 500m"", ""Women's Kayak Double 500m""]",1987-07-18,South Africa,,Athlete,English,Was an experienced surf lifesaver but wanted to compete at the Olympic Games so used her established skills from the surf ski to take up kayaking,,None,None,None,False
1908609,AHMADOU YOUSSOUFOU Salima,Female,NIG,Niger,NIG,Niger,['Swimming'],"[""Women's 50m Freestyle""]",2003-10-21,,,Athlete,English,,,None,None,None,False
1908610,MAMANE HAMISSOU ABBA Marouane,Male,NIG,Niger,NIG,Niger,['Swimming'],"[""Men's 50m Freestyle""]",2009-01-21,,,Athlete,English,,,None,None,None,False
1908622,PENA ISABEL Yonkaira Paola,Female,DOM,Dominican Republic,DOM,Dominican Republic,['Volleyball'],['Women'],1993-05-10,Dominican Republic,,Athlete,"Portuguese, Spanish",,"Baseball player Luis Polonia (DOM), two-time Major League Baseball (MLB) World Series champion in 1995 (Atlanta Braves) and 2000 (New York Yankees)",None,None,None,False
1908651,YANG Hengyu,Female,CHN,China,CHN,China,['Fencing'],"[""Women's Sabre Individual""]",1996-07-22,,Playing the guitar,Athlete,Mandarin,Her mother wanted her to start training with an athletics team but accidentally enrolled her in a fencing club,,None,None,None,False
1908715,MATSUDA Rinka,Female,JPN,Japan,JPN,Japan,['Rugby Sevens'],['Women'],2001-12-05,Japan,,Athlete,Japanese,"Influenced by the achievements of her father, she joined the Fuchu Junior Rugby Club in Tokyo",,None,None,None,False
1908716,TSUJISAKI Yukino,Female,JPN,Japan,JPN,Japan,['Rugby Sevens'],['Women'],1994-06-21,,,Athlete,Japanese,,,None,None,None,False
1908717,NISHI Arisa,Female,JPN,Japan,JPN,Japan,['Rugby Sevens'],['Women'],2004-05-29,Japan,,"Athlete, student",Japanese,It was her father's influence that got her started in the sport,"Rugby sevens player Tomoharu Nakamura (JPN), captain of Japan's inaugural Olympic women's sevens squad at Rio 2016 and mainstay of the Japan team for more than a decade. Selected for Paris 2024. Three-time Asian Games medallist (2018 gold, 2014 and 2022 silver)",None,None,None,False
1908720,UTSUMI Hanako,Female,JPN,Japan,JPN,Japan,['Rugby Sevens'],['Women'],2000-03-16,Japan,Reading,Athlete,Japanese,,,None,None,None,False
1908721,UEDA Kazuma,Male,JPN,Japan,JPN,Japan,['Rugby Sevens'],['Men'],2002-12-04,Japan,,"Athlete, student",Japanese,He was asked by a friend's mother to play at Akashi Junior Rugby Club in Hyogo,,None,None,None,False
1908724,TANINAKA Kippei,Male,JPN,Japan,JPN,Japan,['Rugby Sevens'],['Men'],2000-06-04,Japan,,Athlete,Japanese,,,None,None,None,False
1908725,MARUO Takamasa,Male,JPN,Japan,JPN,Japan,['Rugby Sevens'],['Men'],1999-01-08,Japan,,Athlete,"English, Japanese, Spanish",,,None,None,None,False
1908726,KEREVI Josua,Male,JPN,Japan,JPN,Japan,['Rugby Sevens'],['Men'],1992-06-18,Fiji,,Athlete,"English, Fijian, Japanese",,"Rugby union player Richie McCaw (NZL), two-time World Cup winner and three-time World Player of the Year. Played a world-record 148 Tests for the All Blacks, 110 as captain, winning 131 of them.</p><p>Rugby sevens player Jerry Tuwai (FIJ), two-time Olympic champion (2016, 2020), 2022 World Cup champion, two-time Commonwealth Games silver medallist (2018, 2022). World Rugby Sevens Player of the Year (2019)",None,None,None,False
1908727,YOSHIZAWA Taichi,Male,JPN,Japan,JPN,Japan,['Rugby Sevens'],['Men'],1991-07-18,Japan,,Athlete,"English, Japanese",,,None,None,None,False
1908733,OKUDAIRA Yu,Male,JPN,Japan,JPN,Japan,['Rugby Sevens'],['Men'],1999-05-26,Japan,,Athlete,Japanese,,,None,None,None,False
1908735,MIZUTANI Sakura,Female,JPN,Japan,JPN,Japan,['Rugby Sevens'],['Women'],2003-12-13,Japan,,Athlete,"English, Japanese","Her mother, who is a teacher, assisted at the Mie Yokkaichi Junior Rugby Football Club and introduced her daughter to the sport",,None,None,None,False
1908737,SAEGUSA Chiaki,Female,JPN,Japan,JPN,Japan,['Rugby Sevens'],['Women'],1997-03-21,Japan,,Athlete,Japanese,,,None,None,None,False
1908738,KOGA Yoshiyuki,Male,JPN,Japan,JPN,Japan,['Rugby Sevens'],['Men'],1998-08-28,,,Athlete,"English, Japanese","He was invited by Toranosuke Hara, another Japanese rugby player, to take up the game while the pair were at Ashiya Rugby School","Swimmer Ryosuke Irie (JPN), three-time 2012 Olympic medallist (two silver, one bronze), four-time world championship medallist (two silver, two bronze).<br> <br>Para canoe paddler Monica Seryu (JPN), two-time Paralympian (2016, 2020), six-time world championship team member",None,None,None,False
1908739,NOGUCHI Yoshihiro,Male,JPN,Japan,JPN,Japan,['Rugby Sevens'],['Men'],1994-12-26,Japan,,Athlete,Japanese,"Discovered rugby while studying at Waseda Setsuryo in Osaka under the tutelage of teacher, Keisuke Fujimori",,None,None,None,False
1908741,MATSUMOTO Junya,Male,JPN,Japan,JPN,Japan,['Rugby Sevens'],['Men'],2000-03-17,Japan,,Athlete,Japanese,His father influenced him to start playing rugby,,None,None,None,False
1908743,TANAKA Emii,Female,JPN,Japan,JPN,Japan,['Rugby Sevens'],['Women'],1999-10-19,Japan,,Athlete,Japanese,,,None,None,None,False
1908746,ISHIDA Taiga,Male,JPN,Japan,JPN,Japan,['Rugby Sevens'],['Men'],1997-10-01,Japan,,Athlete,Japanese,"He was a football (soccer) player and sumo wrestler before his father, who was a former rugby player, influenced him to take up the sport",,None,None,None,False
1908748,FUKUSHI Moeki,Male,JPN,Japan,JPN,Japan,['Rugby Sevens'],['Men'],1999-03-11,Japan,,Athlete,Japanese,His father was a school rugby coach,,None,None,None,False
1908749,TSUOKA Shotaro,Male,JPN,Japan,JPN,Japan,['Rugby Sevens'],['Men'],1996-03-22,Japan,,Athlete,Japanese,,,None,None,None,False
1908753,HIRANO Yume,Female,JPN,Japan,JPN,Japan,['Rugby Sevens'],['Women'],2000-03-15,Japan,,Athlete,Japanese,"She was encouraged by her grandfather and father, who both played rugby, and she asked her parents if she could try the sport",,None,None,None,False
1908754,HARA Wakaba,Female,JPN,Japan,JPN,Japan,['Rugby Sevens'],['Women'],2000-01-06,Japan,,Student,Japanese,"She was fascinated by the sport after watching a university rugby match on television. She told her parents that she wanted to get involved in the sport in the following year before graduating from middle school, so they enrolled her in a high school that had a rugby team. She was also encouraged by her father Junichi, who played in high school",,None,None,None,False
1908757,TSUTSUMI Honoka,Female,JPN,Japan,JPN,Japan,['Rugby Sevens'],['Women'],1997-06-19,Japan,,Athlete,Japanese,"She was encouraged by her father Akihide, who worked as a rugby coach",,None,None,None,False
1908759,KAJIKI Marin,Female,JPN,Japan,JPN,Japan,['Rugby Sevens'],['Women'],1999-09-20,Japan,,Armed Forces athlete,Japanese,,,None,None,None,False
1908760,OHTANI Mei,Female,JPN,Japan,JPN,Japan,['Rugby Sevens'],['Women'],2000-05-28,Japan,Watching films,Student,Japanese,,,None,None,None,False
1908765,ISHIDA Kippei,Male,JPN,Japan,JPN,Japan,['Rugby Sevens'],['Men'],2000-04-28,Japan,,Athlete,Japanese,"A friend encouraged him to start playing rugby, and he was inspired to take up rugby sevens in grade seven of middle school, when the sport was added to the Olympic programme",,None,None,None,False
1908767,NAKAMURA Chiharu,Female,JPN,Japan,JPN,Japan,['Rugby Sevens'],['Women'],1988-04-25,Japan,,"Athlete, sports general manager",Japanese,,,None,None,None,False
1908816,WONG Hayley,Female,BRU,Brunei Darussalam,BRU,Brunei Darussalam,['Swimming'],"[""Women's 50m Freestyle""]",2008-05-13,,,Athlete,,,,None,None,None,False
1908817,ALCANTARA REYES Yunior,Male,DOM,Dominican Republic,DOM,Dominican Republic,['Boxing'],"[""Men's 51kg""]",2004-02-10,Dominican Republic,,,Spanish,,,Bronze Medal,3.0,2024-08-04,True
1908820,MORONTA HERNANDEZ Maria Altagracia,Female,DOM,Dominican Republic,DOM,Dominican Republic,['Boxing'],"[""Women's 66kg""]",1996-07-06,Dominican Republic,,,Spanish,,,None,None,None,False
1908825,VO Thi Kim Anh,Female,VIE,Vietnam,VIE,Vietnam,['Boxing'],"[""Women's 54kg""]",1997-07-29,Vietnam,,,Vietnamese,,,None,None,None,False
1908830,BERTRAND Leah,Female,TTO,Trinidad and Tobago,TTO,Trinidad and Tobago,['Athletics'],"[""Women's 100m"", ""Women's 4 x 100m Relay""]",2002-07-26,Trinidad and Tobago,,"Athlete, student",English,,,None,None,None,False
1908835,TEBA Iowane,Male,FIJ,Fiji,FIJ,Fiji,['Rugby Sevens'],['Men'],1993-02-23,,,Athlete,English,,,Silver Medal,2.0,2024-07-27,True
1908838,TALACOLO Joseva,Male,FIJ,Fiji,FIJ,Fiji,['Rugby Sevens'],['Men'],1997-04-01,Fiji,,,,,,Silver Medal,2.0,2024-07-27,True
1908841,RASAKU Kaminieli,Male,FIJ,Fiji,FIJ,Fiji,['Rugby Sevens'],['Men'],1999-07-12,Fiji,,Athlete,"English, French",,,Silver Medal,2.0,2024-07-27,True
1908846,FENG Yu,Female,CHN,China,CHN,China,['Artistic Swimming'],['Team'],1999-09-30,China,,Athlete,Mandarin,"Liked playing with water as a child, so her parents introduced her to swimming. She then gained an interest in artistic swimming when she learned about it",,Gold Medal,1.0,2024-08-07,True
1908847,CHANG Hao,Female,CHN,China,CHN,China,['Artistic Swimming'],['Team'],1997-04-28,,,Athlete,Mandarin,,,Gold Medal,1.0,2024-08-07,True
1908848,CHENG Wentao,Female,CHN,China,CHN,China,['Artistic Swimming'],['Team'],1998-05-18,China,,Athlete,Mandarin,,,Gold Medal,1.0,2024-08-07,True
1908850,WANG Ciyue,Female,CHN,China,CHN,China,['Artistic Swimming'],['Team'],1999-11-14,China,,Athlete,Mandarin,,,Gold Medal,1.0,2024-08-07,True
1908851,ZHANG Yayi,Female,CHN,China,CHN,China,['Artistic Swimming'],['Team'],1997-05-06,,,Athlete,Mandarin,Was recruited into the sport,,Gold Medal,1.0,2024-08-07,True
1908852,WANG Liuyi,Female,CHN,China,CHN,China,['Artistic Swimming'],"['Team', 'Duet']",1997-01-16,China,Playing the piano,Athlete,Mandarin,"She and her twin sister Qianyi were both good swimmers, so they were encouraged to join the Shenzhen Sport Team","Artistic swimmers and twin sisters Jiang Wenwen (CHN) and Jiang Tingting (CHN), two-time Olympic team medallists (2012 silver, 2008 bronze), 12-time world championship medallists (eight silver, four bronze)",Gold Medal,1.0,2024-08-07,True
